ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,time,obs_value,obs_status,obs_status.label
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,5.386,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,3.698,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,6.246,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,3.352,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,2.087,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,4.004,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,7.657,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,4.785,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,9.352,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,3.017,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,1.857,,
BLR,Belarus,XA:2129,BLR - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,3.61,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,6.357,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,5.076,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,7.672,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,15.03,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,12.013,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,18.629,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,4,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,3.011,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,4.975,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,4.319,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,3.35,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,5.507,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,9.389,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,6.64,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,13.279,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,2.873,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,2.333,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,3.508,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,9.542,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,8.469,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,10.378,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,24.78,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,23.553,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,25.874,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,5.715,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,4.311,,
BLZ,Belize,XA:2145,BLZ - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,6.772,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,3.45,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,0.833,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,4.842,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,7.07,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,2.193,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,9.815,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,2.625,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,0.509,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,3.736,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,3.143,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,0.779,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,4.385,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,6.325,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,1.975,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,8.811,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,2.401,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,0.481,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,3.39,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,3.837,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,0.9,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,5.425,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,8.057,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,2.489,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,11.127,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,2.905,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,0.544,,
BOL,Bolivia,XA:1907,BOL - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_F,Sex: Female,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,4.176,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,11.966,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,9.439,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,12.32,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,26.912,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_RUR,Area type: Rural,2020,19.471,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_URB,Area type: Urban,2020,28.033,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_NAT,Area type: National,2020,8.837,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_RUR,Area type: Rural,2020,7.175,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_T,Sex: Total,AGE_YTHADULT_YGE25,"Age (Youth, adults): 25+",GEO_COV_URB,Area type: Urban,2020,9.067,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_NAT,Area type: National,2020,10.168,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_RUR,Area type: Rural,2020,7.74,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_YGE15,"Age (Youth, adults): 15+",GEO_COV_URB,Area type: Urban,2020,10.58,,
BRA,Brazil,XA:2002,BRA - ILO - ILO modelled estimates,UNE_2EAP_SEX_AGE_GEO_RT,"Unemployment rate by sex, age and rural / urban areas -- ILO modelled estimates, Nov. 2019 (%)",SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,"Age (Youth, adults): 15-24",GEO_COV_NAT,Area type: National,2020,23.693,,
