ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,80.6
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,86.4
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,87.6
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,86.3
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,71.1
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,72.5
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,77.1
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,96.2
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,66.4
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,49.6
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,71.5
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,74.2
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,77.6
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,97.1
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,66.7
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,52.1
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_TOTAL,Contingency: Population covered by at least one social protection benefit,2016,99.5
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,100
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,73.6
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2016,100
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_CHILD,Contingency: Children/households receiving child/family cash benefits,2016,100
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_POOR,Contingency: Poor persons covered by social protection systems,2016,100
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_VULN,Contingency: Vulnerable persons covered by social assistance,2016,96
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,100
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,100
DEU,Germany,XA:6615,DEU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_MAT,Contingency: Mothers with newborns receiving maternity benefits,2016,100
DJI,Djibouti,XA:6504,DJI - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,10
DMA,Dominica,XA:6623,DMA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,27
DMA,Dominica,XA:6623,DMA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2011,38.5
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,99.9
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,98.9
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,77.8
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,78.6
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,70.9
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,68.3
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,96.8
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2013,50.2
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,95.2
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2013,24.1
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,98.2
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2013,51.7
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,99.2
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2014,47.7
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,97.8
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2014,22.1
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2014,50.2
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_TOTAL,Contingency: Population covered by at least one social protection benefit,2016,89.5
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_CHILD,Contingency: Children/households receiving child/family cash benefits,2016,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_POOR,Contingency: Poor persons covered by social protection systems,2016,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_VULN,Contingency: Vulnerable persons covered by social assistance,2016,63.7
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,100
DNK,Denmark,XA:6449,DNK - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_MAT,Contingency: Mothers with newborns receiving maternity benefits,2016,100
DOM,Dominican Republic,XA:6631,DOM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2004,10
DOM,Dominican Republic,XA:6631,DOM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2009,11.1
DOM,Dominican Republic,XA:6631,DOM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_INJ,Contingency: Employed covered in the event of work injury,2015,39.2
DOM,Dominican Republic,XA:6631,DOM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2016,4.2
DOM,Dominican Republic,XA:6631,DOM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_POOR,Contingency: Poor persons covered by social protection systems,2016,84.8
DZA,Algeria,XA:6451,DZA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,50
DZA,Algeria,XA:6451,DZA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,7.3
DZA,Algeria,XA:6451,DZA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2003,8.8
DZA,Algeria,XA:6451,DZA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2010,63.6
DZA,Algeria,XA:6451,DZA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,3.6
DZA,Algeria,XA:6451,DZA - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_MAT,Contingency: Mothers with newborns receiving maternity benefits,2016,11.2
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,14
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,6.7
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,4.2
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_TOTAL,Contingency: Population covered by at least one social protection benefit,2016,31.7
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,52
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,34.5
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_CHILD,Contingency: Children/households receiving child/family cash benefits,2016,6.7
ECU,Ecuador,XA:6514,ECU - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_VULN,Contingency: Vulnerable persons covered by social assistance,2016,11.3
EGY,Egypt,XA:6641,EGY - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_TOTAL,Contingency: Population covered by at least one social protection benefit,2016,36.9
EGY,Egypt,XA:6641,EGY - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_MAT,Contingency: Mothers with newborns receiving maternity benefits,2016,100
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,75
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,41.4
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,65.1
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,73.9
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,62.3
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,63
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,53.2
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,65.1
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,81.2
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2013,40
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,93.9
ESP,Spain,XA:6521,ESP - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,100
